Anh van so cap,Giao duc the chat 1,Tin hoc van phong,Anh van,Giao duc quoc phong an ninh 1,Giao duc the chat,Ky nang hoc tap hieu qua,Anh van 2,Giao duc quoc phong an ninh 3 -AB,Giao duc the chat 3,Ngon ngu lap trinh,Nhung nguyen ly cua chhu nghia co ban Mac-Lenin 2,Thuc hanh ngon ngu lap trinh,Toan cao cao A2,Toan roi rac,Ky nang giao tiep,Cau truc du lieu va giai thuat,Kien truc may tinh,Phuong phap tinh,Thi nghiem vat ly dai cuong,Thuc hanh caiu truc du lieu va giai thuat,Vat ly dai cuong 1,Moi truong va con nguoi,An toan lao dong,Co so du lieu,He dieu hanh,Lap trinh huong doi tuong,Thiet ke web,Thuc hanh co so du lieu,Thuc hanhf lap trinh huong doi tuong,Thuc hanh thiet ke web,tu tuong Ho Chi Minh,Xac suat thong ke,Ham phuc va phep bien doi Laplace,Duong loi cach mang cua Dang cong san Viet Nam,Lap trinh Windows,Mang may tinh,Thuc hang lap trinh Windows,Thuc hanh Mang may tinh,Truyen thong ky thuat so,Do hoa may tinh,Thuc hanh do hoa may tinh,He quan tri co so du lieu,Phan tich thiet ke he thong thong tin,Phuong phap nghien cuu khoa hoc,Thuc hanh he quan trij co so du lieu,Thuc hanh phan tich thiet ke he thong thong tin,Thuong mai diem tu nganh CNTT,Tri tue nhan tao,Ly thuyet do thi,Thuc hanh ly thuyet do thi,Xep loai
C,?,?,D,?,C,D,?,E,?,E,D,?,C,?,D,?,E,E,?,D,D,?,E,?,?,E,E,?,?,E,E,D,D,C,?,?,?,?,C,E,E,D,?,E,E,?,D,?,E,D,Khong Dat
?,?,?,E,E,E,?,?,E,E,D,E,D,E,E,C,?,?,?,E,E,E,?,D,?,?,?,D,D,?,D,E,?,E,E,D,?,?,?,C,E,C,E,E,?,E,?,?,E,E,C,Khong Dat
E,D,C,D,?,C,?,?,?,?,?,?,?,E,?,C,D,?,D,?,?,E,C,?,?,E,?,C,?,?,?,C,E,E,D,?,D,?,?,C,E,E,?,E,C,D,E,E,E,?,E,Khong Dat
E,?,E,E,?,C,?,C,?,?,D,?,E,E,?,E,?,?,E,E,E,E,C,?,D,E,E,?,E,?,C,D,C,E,C,E,?,?,D,C,?,C,?,?,?,?,?,?,E,?,?,Khong Dat
C,D,C,?,?,D,E,D,?,?,D,E,?,E,?,D,D,?,D,?,?,C,?,D,?,D,?,D,?,E,C,C,E,E,C,?,E,?,?,C,E,?,?,?,?,?,?,E,E,?,D,Khong Dat
D,?,E,?,C,E,?,D,?,E,E,E,?,E,E,E,E,?,?,D,?,E,E,E,D,?,?,?,?,?,C,E,E,D,D,E,E,E,?,E,?,D,E,D,D,E,?,E,D,E,E,Khong Dat
E,?,?,?,?,E,E,C,E,?,E,E,?,?,E,E,E,D,C,?,E,E,?,E,?,?,E,E,?,?,E,C,C,D,E,D,D,?,D,?,?,E,E,?,D,?,?,E,?,?,?,Khong Dat
C,E,?,D,C,?,?,?,?,E,?,E,E,?,E,E,E,?,C,?,E,C,?,E,E,?,?,C,?,E,D,?,E,E,D,E,?,E,?,E,?,E,?,?,?,D,E,E,E,?,E,Khong Dat
?,?,E,C,E,?,D,E,D,D,E,?,C,E,E,?,E,?,?,E,?,?,?,E,?,?,?,?,?,?,?,E,E,?,C,E,E,?,E,?,E,D,E,?,?,E,D,D,E,?,E,Khong Dat
?,C,E,E,E,E,?,?,C,?,?,?,?,?,D,E,?,E,D,E,C,E,E,E,E,?,E,?,E,?,E,E,C,?,C,D,E,?,?,E,?,E,D,?,?,?,?,?,E,?,?,Khong Dat
?,?,?,C,E,C,D,C,C,E,?,E,E,D,E,?,?,?,D,E,?,E,D,C,?,E,?,C,D,E,?,D,?,D,D,E,?,?,E,E,E,E,E,?,E,E,?,D,?,D,?,Khong Dat
D,C,D,E,?,?,?,?,D,?,E,C,D,C,?,D,E,?,E,?,?,?,C,C,E,E,D,E,?,?,E,C,D,D,E,?,?,?,?,?,E,E,D,?,?,?,E,?,?,D,E,Khong Dat
?,?,?,E,E,E,E,?,D,C,?,D,?,?,E,D,D,E,E,E,E,?,D,C,E,E,?,?,?,?,C,C,E,D,C,E,?,E,?,?,C,?,?,?,C,?,?,?,?,E,E,Khong Dat
E,C,?,?,E,D,D,C,?,?,E,C,?,C,?,D,?,?,?,?,?,?,?,?,?,?,?,C,E,E,E,C,D,?,D,E,?,E,E,?,E,D,?,D,D,?,?,C,E,?,D,Khong Dat
?,E,E,?,?,E,E,D,?,E,E,D,?,C,E,E,?,?,E,E,?,C,?,D,?,?,D,C,E,E,C,E,E,D,C,E,?,E,E,D,E,?,?,?,C,E,E,?,?,?,?,Khong Dat
E,D,?,D,?,E,?,?,D,E,C,C,?,?,?,?,?,B,C,E,E,D,E,C,B,E,E,E,D,E,E,E,D,?,B,D,?,D,?,E,C,E,?,C,B,D,?,E,B,B,E,Khong Dat
E,C,C,?,D,C,?,?,E,E,?,E,E,E,E,D,?,E,?,E,?,E,?,D,?,?,?,D,D,?,E,C,E,E,?,E,E,E,D,E,C,C,?,E,E,D,?,?,?,?,E,Khong Dat
?,E,D,?,E,E,C,?,?,?,E,D,?,C,?,D,D,?,D,?,E,?,?,E,?,D,E,C,?,E,E,D,C,?,C,?,E,E,?,E,?,?,?,?,E,?,E,E,E,?,?,Khong Dat
C,D,C,?,?,?,?,?,D,E,C,E,E,D,E,E,?,D,E,E,E,E,E,E,E,D,E,C,?,E,D,C,E,?,C,?,D,?,?,?,C,E,?,?,D,D,D,C,?,?,?,Khong Dat
C,E,E,?,E,?,C,?,?,?,?,?,?,?,E,D,?,D,C,?,D,E,E,D,?,?,?,?,?,E,D,C,?,E,C,?,E,E,?,?,?,C,?,?,D,C,D,D,?,?,D,Khong Dat
D,?,?,?,D,D,D,D,D,C,?,E,E,D,?,E,?,?,E,D,?,E,C,?,?,D,?,E,D,D,E,?,C,D,E,?,E,?,E,E,?,C,E,?,?,?,D,?,D,?,E,Khong Dat
D,?,D,D,E,D,?,?,?,E,C,?,?,?,D,C,?,E,D,?,?,C,D,C,D,E,E,?,?,E,E,D,E,D,E,?,?,?,?,E,D,E,E,?,D,?,D,C,?,?,?,Khong Dat
?,?,E,C,E,?,?,?,C,C,E,C,?,C,E,E,?,?,?,?,?,E,D,C,?,?,?,?,?,E,D,E,C,E,D,E,D,E,?,E,C,?,D,?,E,D,D,E,?,E,?,Khong Dat
D,E,D,?,D,?,C,E,E,?,D,C,?,E,?,?,?,E,C,E,D,E,C,D,?,?,?,C,?,E,E,E,?,C,C,?,E,?,?,D,E,D,?,?,E,?,E,C,E,E,D,Khong Dat
?,E,?,?,C,E,?,?,E,E,D,C,D,C,?,?,?,D,?,D,E,E,?,D,?,?,?,?,?,?,E,C,C,?,E,E,E,D,D,E,D,?,?,D,E,?,?,E,?,?,?,Khong Dat
C,D,?,C,E,D,?,C,?,?,?,D,E,D,?,E,?,?,?,E,?,C,E,C,?,D,E,E,D,E,D,C,?,D,E,?,E,?,?,E,E,C,?,C,E,E,?,E,D,?,?,Khong Dat
?,?,E,E,E,E,D,D,D,C,D,E,D,C,?,E,?,?,?,D,?,E,D,E,?,?,E,?,E,E,C,C,D,C,C,?,E,?,E,C,E,E,E,E,?,?,?,?,?,?,?,Khong Dat
C,?,E,C,E,?,E,?,?,C,?,E,?,?,?,E,?,?,E,?,D,E,?,E,D,D,D,C,E,?,D,D,E,E,C,?,?,E,?,E,D,?,E,?,E,?,?,?,?,?,D,Khong Dat
?,E,E,E,?,D,C,C,C,E,C,D,?,?,?,E,E,?,C,?,E,C,C,?,?,?,?,C,D,E,C,C,E,C,?,D,?,?,D,C,?,D,?,?,?,?,D,C,?,?,E,Khong Dat
C,E,D,C,?,C,?,C,C,?,C,?,E,D,D,C,E,D,?,?,?,E,E,E,E,?,E,?,?,E,D,D,?,E,C,?,?,E,E,D,?,C,E,D,?,E,E,?,D,?,E,Khong Dat
?,E,C,?,E,D,D,D,C,?,C,E,D,?,?,C,D,D,C,D,?,?,E,E,?,E,D,C,?,?,E,E,?,E,?,D,?,?,?,?,C,E,?,?,E,?,?,?,?,D,?,Khong Dat
D,E,?,?,C,?,E,?,?,C,?,C,D,C,?,?,?,D,C,?,?,E,E,C,E,D,?,E,E,D,?,?,D,C,D,D,?,?,E,D,D,?,?,?,C,E,?,C,E,D,?,Khong Dat
?,?,E,?,E,?,E,C,D,E,E,?,E,?,D,C,E,?,C,C,E,C,C,C,D,E,?,E,D,E,C,C,C,D,C,?,?,?,?,C,E,E,D,?,C,?,E,?,E,E,E,Khong Dat
E,?,?,?,D,C,E,?,C,E,D,?,E,E,E,E,?,E,D,E,E,C,?,E,?,D,E,C,?,?,C,D,D,?,C,E,D,?,?,?,?,D,E,E,E,?,E,E,E,?,?,Khong Dat
D,?,?,E,D,D,E,E,?,C,E,E,?,E,?,D,E,?,E,C,?,D,C,E,?,?,?,?,D,D,?,D,E,D,E,?,?,?,?,D,E,E,E,D,D,E,?,?,?,?,?,Khong Dat
?,D,E,E,E,E,E,C,E,?,C,E,D,E,?,C,?,?,?,E,E,C,C,E,E,?,?,D,?,E,E,?,D,E,E,?,?,E,?,E,?,?,?,?,D,D,?,E,?,?,E,Khong Dat
D,D,C,D,C,?,E,E,D,?,E,E,?,D,?,E,?,?,D,?,?,E,E,E,?,?,?,D,?,E,?,?,E,D,?,E,?,E,?,E,E,?,E,E,E,?,D,D,D,?,E,Khong Dat
B,E,E,B,B,E,C,E,B,E,E,?,E,E,E,?,D,?,C,E,E,E,?,?,D,?,?,C,?,C,?,C,?,?,D,D,C,E,E,?,D,C,?,E,E,?,C,C,E,D,C,Trung Binh
E,D,D,C,A,E,C,D,E,B,D,C,E,D,E,?,?,E,E,D,D,E,?,E,D,D,E,C,C,D,D,E,?,E,D,E,?,?,E,C,D,E,C,E,E,E,E,E,C,E,E,Trung Binh
C,C,C,C,E,C,B,C,D,E,E,E,?,E,D,D,E,?,C,?,D,E,?,?,E,E,E,E,D,?,?,?,E,C,E,E,?,?,?,E,E,C,E,D,E,?,D,E,E,D,?,Trung Binh
B,C,B,C,C,E,D,A,C,C,E,D,?,D,?,E,E,E,?,E,E,D,E,D,D,E,?,C,?,E,C,D,C,D,D,?,D,E,E,?,E,?,D,C,C,D,E,E,E,C,?,Trung Binh
B,E,D,D,B,A,A,A,B,A,C,E,D,?,E,C,D,E,D,D,C,?,E,?,D,E,?,C,C,?,E,E,?,D,D,C,E,E,E,D,?,D,E,E,C,E,?,E,D,E,D,Trung Binh
A,E,E,C,E,A,B,D,B,D,D,D,?,C,E,C,D,E,C,C,?,C,E,?,D,E,E,?,?,?,D,E,D,D,?,?,E,?,C,?,?,E,C,C,?,E,?,E,E,D,D,Trung Binh
C,A,E,D,C,B,B,E,B,C,E,C,E,C,E,?,E,D,E,D,?,D,C,D,E,E,E,?,E,C,?,E,?,?,D,E,E,D,?,?,?,C,?,E,D,E,E,?,?,E,E,Trung Binh
E,E,E,B,B,E,D,E,D,E,E,E,E,D,?,?,E,E,D,D,?,E,?,E,E,D,E,?,E,?,?,?,?,D,C,?,E,E,C,D,?,D,D,E,E,?,?,C,?,?,E,Trung Binh
C,E,C,C,A,C,C,D,C,D,C,?,E,E,E,?,D,C,E,D,C,?,?,D,?,C,D,E,?,E,?,D,E,E,E,E,?,E,E,?,?,C,D,D,E,?,E,C,D,D,E,Trung Binh
A,A,A,D,E,B,D,B,C,A,C,E,E,C,?,C,E,C,?,?,D,D,E,C,D,E,E,?,?,C,E,?,D,E,C,E,D,E,E,E,C,E,?,?,D,C,E,C,E,E,E,Trung Binh
E,C,B,B,E,D,E,B,C,E,E,D,C,?,?,?,C,D,E,E,C,?,D,?,C,?,E,E,C,E,?,E,E,D,?,C,E,D,?,C,D,D,?,E,D,E,E,?,D,E,D,Trung Binh
E,C,B,B,E,E,E,C,A,C,?,E,E,E,C,?,D,?,E,?,C,D,E,?,?,E,?,E,?,?,E,D,?,D,E,C,?,E,D,E,?,?,C,C,E,E,E,E,?,C,C,Trung Binh
B,B,E,B,A,C,C,B,C,E,?,E,D,C,E,D,C,D,?,C,D,E,?,E,?,D,E,?,E,?,D,D,?,?,?,?,?,E,E,C,C,?,?,C,C,E,E,?,D,E,D,Trung Binh
A,A,D,C,D,B,A,C,C,B,?,?,C,?,E,C,E,C,E,?,E,?,C,E,E,E,?,C,E,?,D,?,?,?,D,C,D,C,?,?,E,C,C,E,E,?,?,?,E,C,D,Trung Binh
C,C,A,E,A,C,E,C,E,A,E,D,?,?,?,D,?,D,C,?,?,?,D,D,D,D,E,E,D,C,D,E,E,E,E,E,D,D,C,C,D,E,D,E,E,?,E,E,E,E,?,Trung Binh
E,A,D,D,A,A,C,A,D,E,?,D,C,E,?,E,C,?,D,E,D,D,D,E,?,E,E,E,D,E,?,?,D,D,C,E,E,?,D,E,?,?,C,E,D,E,E,?,?,E,C,Trung Binh
B,D,B,E,D,C,B,E,C,E,E,E,?,E,?,?,D,E,E,E,?,E,E,D,?,?,C,E,E,D,E,E,D,E,?,E,E,?,D,?,C,D,D,E,E,D,C,?,E,E,?,Trung Binh
A,A,A,E,B,E,B,C,E,E,E,E,E,?,C,?,C,D,?,E,D,D,?,C,E,?,D,?,E,C,?,E,?,E,?,?,E,E,C,E,C,D,D,E,?,D,E,D,E,D,C,Trung Binh
B,D,E,A,C,E,C,D,C,A,E,C,?,C,D,E,E,D,?,C,D,E,?,D,D,C,C,?,E,D,?,E,E,E,E,E,E,C,C,E,E,D,D,E,E,E,E,E,?,?,C,Trung Binh
E,D,D,E,E,E,E,E,E,E,E,E,C,?,?,E,?,?,?,E,E,E,D,E,?,E,D,E,E,C,E,C,E,?,C,E,C,E,D,E,D,E,E,?,?,C,D,D,C,E,C,Trung Binh
A,E,A,D,E,C,D,C,A,E,D,E,?,E,D,D,D,D,E,D,D,C,E,E,?,E,C,E,E,?,?,?,?,?,?,C,D,C,D,C,E,C,C,E,?,?,E,?,E,?,C,Trung Binh
C,E,A,C,B,D,E,E,A,B,E,E,D,C,C,E,E,E,C,D,D,E,D,C,E,D,D,E,E,D,D,E,?,D,D,E,D,C,?,C,D,E,?,D,E,?,?,?,E,D,D,Trung Binh
E,E,A,C,E,E,E,E,C,C,E,E,?,?,C,D,E,E,C,?,E,D,?,?,D,D,?,E,?,E,C,D,D,C,E,D,?,D,D,?,E,?,?,E,D,D,E,?,C,?,E,Trung Binh
E,C,E,B,B,E,D,A,C,E,?,E,?,E,D,D,C,?,E,C,D,E,?,E,?,E,?,C,C,E,E,E,?,?,?,E,?,C,?,C,E,D,D,C,D,?,E,C,?,C,?,Trung Binh
B,A,E,C,B,A,D,B,B,C,D,E,?,D,E,C,D,E,?,D,?,D,E,D,?,D,?,E,D,D,C,C,E,D,E,E,C,?,?,E,?,E,E,E,E,E,E,E,C,E,E,Trung Binh
A,A,E,E,C,A,C,C,A,D,D,?,?,D,?,D,?,?,E,D,E,E,?,E,E,E,C,?,?,E,D,?,D,E,E,C,E,E,E,?,?,C,?,D,E,?,E,D,?,D,C,Trung Binh
A,E,C,A,E,E,D,C,A,C,E,D,C,E,?,E,C,C,E,?,?,?,?,E,?,E,D,E,E,C,E,E,E,E,?,D,E,D,E,?,D,?,D,E,D,?,D,?,C,D,?,Trung Binh
C,B,C,A,C,A,C,E,E,D,E,?,?,D,E,E,?,E,E,C,?,D,?,E,E,?,E,D,?,D,E,C,E,D,?,C,E,E,E,?,E,?,?,?,?,?,E,E,E,E,E,Trung Binh
B,C,A,E,E,B,C,C,E,E,D,C,?,D,D,?,?,C,E,E,E,D,E,?,E,D,C,D,?,D,E,?,E,?,D,?,D,D,C,E,C,?,D,E,?,D,D,E,E,D,?,Trung Binh
B,E,E,A,A,A,B,B,E,C,?,E,E,C,C,E,D,E,E,?,E,D,?,?,D,D,?,D,?,C,E,D,E,C,E,D,?,D,C,E,E,D,?,E,E,E,?,?,?,E,?,Trung Binh
E,C,A,C,A,B,A,E,B,A,?,E,D,?,E,E,E,E,E,?,E,C,?,E,?,D,E,?,?,E,?,E,E,E,?,D,D,E,?,E,E,C,C,E,E,C,E,C,E,E,C,Trung Binh
B,B,A,C,E,B,D,B,D,C,E,?,C,?,E,E,D,E,D,?,E,C,E,?,?,E,E,E,D,?,?,E,E,D,C,?,?,?,?,E,D,C,C,?,?,C,C,E,?,E,E,Trung Binh
A,A,A,C,B,D,E,C,A,C,?,C,E,C,E,E,E,D,E,D,?,?,D,C,E,C,E,D,E,D,?,C,E,D,D,D,D,D,E,D,E,?,?,C,?,?,?,D,E,D,E,Trung Binh
C,E,C,E,D,A,A,C,E,C,?,?,D,D,E,E,E,E,E,E,E,E,?,E,E,D,E,E,?,?,C,C,D,E,D,?,C,D,E,E,E,E,?,?,?,D,?,E,D,D,E,Trung Binh
C,C,C,C,D,A,D,E,A,B,?,E,C,C,E,E,D,D,?,E,E,D,E,?,D,?,D,C,?,?,?,D,D,D,E,E,E,C,D,?,E,E,C,?,C,?,E,?,E,E,?,Trung Binh
A,C,E,B,E,E,E,A,B,E,?,D,E,?,?,D,E,?,C,E,C,?,E,E,?,D,C,C,D,C,D,E,?,C,C,E,?,E,C,E,?,E,E,E,E,D,D,E,?,E,?,Trung Binh
D,D,B,A,C,D,D,E,C,E,E,C,D,C,D,E,E,E,D,?,D,E,D,C,E,C,E,?,?,?,E,?,C,D,E,E,D,E,C,D,D,?,?,?,?,D,E,E,E,D,E,Trung Binh
E,D,B,C,B,C,D,B,B,A,D,E,E,D,E,E,E,E,?,E,E,?,?,?,?,E,E,D,D,C,D,E,E,E,E,E,E,E,E,E,C,C,E,?,D,E,D,C,D,E,E,Trung Binh
C,D,A,E,C,A,D,C,A,C,E,C,C,E,C,D,?,?,D,E,E,E,C,C,D,C,D,?,?,?,E,?,D,D,D,?,?,D,?,C,?,?,D,D,?,E,E,?,?,E,E,Trung Binh
E,D,D,C,D,B,B,E,C,C,C,D,?,C,?,?,E,E,D,?,E,D,?,D,?,E,?,E,D,D,C,?,D,D,D,E,?,E,E,D,E,?,C,E,D,E,?,E,C,C,?,Trung Binh
E,D,E,C,C,A,C,E,A,A,?,E,E,E,E,?,E,?,C,D,E,E,?,E,D,C,E,E,?,D,E,C,C,C,D,E,E,?,?,E,E,?,E,E,E,E,C,C,E,E,E,Trung Binh
C,B,C,C,D,C,B,E,A,B,?,C,?,E,E,E,?,D,E,D,E,D,?,E,E,D,E,D,?,D,E,?,?,E,?,E,E,E,C,E,C,D,E,?,?,D,?,?,?,C,E,Trung Binh
B,C,B,B,B,E,D,C,B,D,E,C,E,E,E,E,C,C,E,?,E,E,E,?,?,E,E,?,C,E,?,E,D,E,?,?,C,D,E,E,D,C,E,?,?,E,E,E,?,?,?,Trung Binh
B,E,E,A,C,B,E,A,D,B,?,E,?,C,E,C,?,C,D,E,?,?,D,?,?,E,D,C,?,C,E,C,?,D,C,E,?,E,E,C,E,E,E,E,E,?,D,?,C,E,E,Trung Binh
A,A,D,C,B,B,B,E,B,A,E,D,D,C,E,C,C,E,C,C,D,E,C,D,D,E,E,?,?,C,?,?,?,E,E,E,D,?,C,C,E,C,E,E,D,C,C,D,E,D,?,Trung Binh
D,E,A,B,B,D,A,A,E,A,?,D,C,E,D,E,?,E,?,E,D,E,E,E,E,E,E,E,E,E,D,C,E,D,E,D,D,E,C,?,?,D,C,?,D,E,E,C,?,?,D,Trung Binh
B,B,A,B,D,C,A,C,B,E,?,?,C,?,E,E,?,?,E,D,E,?,D,E,E,E,?,D,D,E,C,E,C,D,D,C,D,E,E,E,?,E,E,D,D,D,E,E,D,?,D,Trung Binh
A,D,B,A,A,B,A,C,C,C,E,D,D,D,D,?,E,E,D,?,E,D,E,D,D,E,C,E,D,E,C,E,E,E,?,E,D,?,C,E,D,?,?,E,C,E,?,?,D,E,E,Trung Binh
E,C,B,D,D,E,C,B,D,B,D,D,?,?,D,E,D,C,E,C,?,D,D,E,C,C,E,?,C,E,C,E,E,D,E,E,E,E,E,?,D,?,C,C,E,?,E,?,E,C,?,Trung Binh
A,E,A,D,B,C,C,D,D,E,E,C,?,?,D,?,?,?,D,?,E,E,E,?,?,?,?,C,D,?,D,C,D,D,?,C,?,E,D,D,?,D,E,E,E,E,?,?,D,E,D,Trung Binh
C,D,A,B,E,B,D,A,E,C,?,?,E,C,D,D,E,?,?,?,E,E,E,E,C,?,C,?,C,?,C,D,E,C,?,C,E,D,C,D,?,E,C,?,E,E,?,?,?,D,E,Trung Binh
A,E,B,C,B,C,E,C,A,E,D,?,D,?,C,D,E,D,?,D,E,C,?,E,?,E,E,?,C,C,E,E,D,E,E,?,C,?,E,?,D,?,C,D,D,D,?,E,?,E,C,Trung Binh
C,D,E,C,B,C,E,A,C,C,E,E,E,?,C,E,?,D,?,?,?,E,D,?,D,E,C,E,E,?,E,?,C,E,?,C,C,E,?,E,D,E,D,C,D,D,D,C,E,C,?,Trung Binh
B,D,C,B,A,E,E,B,E,A,?,E,D,C,E,D,D,D,E,E,?,?,E,E,?,D,D,E,E,C,D,C,C,D,?,E,D,?,E,?,?,E,?,D,?,?,E,C,C,?,E,Trung Binh
B,B,A,E,E,B,B,B,C,E,E,C,C,C,?,C,?,E,?,E,E,C,E,E,?,?,D,D,E,?,?,D,D,C,?,?,?,D,D,?,D,C,E,E,E,D,?,D,?,E,C,Trung Binh
C,C,A,E,B,A,A,B,B,C,E,D,E,?,D,E,E,E,D,?,D,D,?,?,E,D,E,?,E,C,E,E,E,E,E,?,C,D,E,?,E,E,E,E,E,E,E,E,?,?,E,Trung Binh
A,C,D,C,E,C,B,B,A,E,E,D,E,C,E,E,C,E,?,?,C,E,E,?,E,D,D,?,?,?,C,?,?,E,?,C,E,E,?,E,?,E,C,D,E,E,D,D,C,E,D,Trung Binh
C,B,E,E,E,D,B,C,E,E,C,C,D,C,E,C,?,?,D,D,?,?,C,C,E,E,E,E,E,E,E,?,?,?,E,?,?,D,?,D,?,E,E,E,?,D,E,E,D,?,?,Trung Binh
B,C,E,B,E,C,D,D,A,A,E,E,C,E,E,?,C,E,E,?,E,?,C,E,?,?,E,D,E,E,E,D,E,E,E,C,E,E,?,E,?,E,?,?,E,E,D,E,E,?,D,Trung Binh
C,A,C,A,A,C,E,C,A,C,?,E,E,?,?,?,E,D,E,?,D,E,D,E,?,?,E,C,?,?,D,E,D,D,E,?,?,C,?,?,E,C,E,?,?,C,?,D,E,?,?,Trung Binh
B,B,B,D,A,B,E,D,A,E,?,E,E,C,C,E,?,E,?,?,?,E,?,C,?,D,?,C,D,E,E,?,E,E,C,E,C,C,D,D,E,C,E,?,C,D,E,?,E,C,E,Trung Binh
A,B,E,A,E,A,B,D,D,C,?,?,E,E,E,?,?,D,E,E,?,C,C,C,C,C,E,E,D,C,?,E,D,?,D,C,C,E,E,E,?,E,?,?,?,?,E,E,?,E,D,Trung Binh
C,A,A,B,A,C,D,A,A,D,?,E,E,D,D,E,D,E,?,?,E,D,D,E,E,?,?,C,E,D,E,C,D,?,E,D,E,E,E,?,?,C,?,E,D,?,C,E,E,C,D,Trung Binh
E,B,B,C,D,C,A,B,E,C,E,?,?,E,C,D,C,E,D,E,?,D,D,E,E,D,D,?,C,?,E,E,E,E,?,C,E,?,?,?,E,C,D,?,C,E,?,E,?,E,C,Trung Binh
A,E,E,C,D,A,A,E,D,C,?,C,E,D,?,D,D,E,D,E,C,E,C,E,?,?,?,?,?,D,E,C,E,E,E,?,?,D,E,?,D,D,D,?,?,D,D,C,D,?,C,Trung Binh
A,B,D,B,D,C,D,B,A,B,D,E,?,C,C,C,D,E,E,C,E,D,E,C,C,?,C,?,C,E,E,D,E,D,E,D,E,?,C,C,D,E,?,?,C,?,E,E,?,?,?,Trung Binh
E,C,B,E,C,E,B,D,B,D,D,C,E,C,E,D,E,?,?,?,C,?,E,E,E,C,C,D,D,E,?,D,E,?,E,E,?,D,?,E,E,?,D,?,D,C,E,E,C,?,D,Trung Binh
C,C,A,C,C,D,B,E,C,A,D,?,E,E,E,C,E,C,?,C,E,D,C,D,E,E,?,E,C,E,E,D,D,D,E,?,E,E,E,?,D,?,D,E,?,?,C,E,C,?,C,Trung Binh
D,A,A,A,E,E,A,D,D,C,?,?,D,?,D,E,D,E,E,E,E,?,D,E,C,E,D,E,E,D,E,D,C,E,E,D,?,D,?,D,E,D,E,C,?,?,C,D,D,?,E,Trung Binh
